first_pca,second_pca,label
-1.1420711700221795,2.2386873777139833,1
-1.2405280176419762,1.8274399019464147,1
-1.2573926886057634,1.837984987934404,1
-1.2299153352834584,1.6613207910519974,1
-1.2730637718949407,1.8399921871870313,1
-1.1800396473053871,1.6262064120020379,1
-1.070562000856995,0.6364707407046392,1
-1.2546687744436873,1.7815398980983368,1
-1.308842678116782,0.905433891034513,1
-1.2961975110947876,0.9227399551636357,1
-0.45981106126697785,1.3932272647395127,1
-1.116173633334267,1.158109077542758,1
-1.2502987678564441,1.8305535154403745,1
-1.130044623806149,0.3734803799030756,1
-1.2023755315379743,1.4951068964395062,1
-1.1436553634744853,1.8252016579149424,1
-1.1954627685829944,1.4921307918721203,1
-1.3111110880995949,0.9753619616069816,1
-1.1801579266981985,1.402590016934165,1
-1.1259985364701963,1.2189347224433151,1
-1.2060056176944234,1.0524694321725294,1
-1.2220388233789015,1.5830984886786283,1
-1.2434838999647073,1.7933883640156922,0
-2.193475567278297,1.7304996991756498,1
-2.1811076144954633,1.0906006792609075,1
-2.1664369734424005,1.1267262295422087,1
-2.1715350855718185,1.1331769839400867,1
-2.2779557132704897,1.5700582561247238,1
-2.1839043904029487,1.1626533330371762,1
-2.23244433869183,1.865808413810742,1
-2.2234029202635233,0.6436821167168981,1
-2.1776233383738797,1.1051417487480582,1
-2.173088946368994,1.0996663987116002,1
-2.350191138839782,1.236479611884519,1
-2.274073642184321,1.6654368655449339,1
-2.298272482043638,1.257392670288947,1
-2.1680701312184425,1.0846670292652238,1
-2.1701193653219857,1.0836779828236638,1
-2.087618282393552,1.4988624158510393,1
-2.071615221784422,1.5481898836777732,1
-2.145149132487986,1.060842122055607,1
-2.074525571062351,1.467346757880263,1
-2.3004499012550634,1.4781890682850085,1
-2.3127050889066685,1.100226790428859,1
-2.1656697365263025,1.0637999011025066,1
-2.180949637440764,1.0604139330567548,1
-2.2860630481487005,1.5166302517067392,1
-2.346943851112517,1.1432473581894549,1
-2.3253782943051324,1.0367094274860738,1
-2.0239417876782873,0.1549385952744007,1
-2.238428322094352,0.12104799403561127,1
-2.165458562302871,1.0405248320201201,1
-2.180712080012031,1.047237427549359,1
-2.1391853539842245,1.0440622789930345,1
1.7028465655950216,3.70238813918797,2
1.6842619680701958,2.4547728955457786,2
1.675576242248968,2.4426766669342133,2
1.6822516359409192,2.3742774070572663,2
1.6588784756313273,2.4053526811157626,2
1.659632939297949,2.3513986206251025,2
1.6408005599681181,2.3918106886170696,2
1.6489712013129234,2.364260793471951,2
1.5739426606441878,1.898299265125031,2
1.7223275641181832,2.0222530445031315,2
1.6354096635814919,2.3539321066475427,2
1.6576338002774567,2.392169213974041,2
1.645526272616836,2.334992014478807,2
1.656783103847071,2.3823588530588777,2
1.677071998122108,2.2754609100122765,2
1.6463535636977986,2.27297125699524,2
1.6598924152578975,2.292299262921225,2
1.651249810664807,2.219562494400532,2
1.6596882025636026,2.358398131205635,2
1.6824359917651206,2.2177408655602737,2
1.670432713458662,2.2147712523613836,2
1.6486168574077378,2.2714778424196718,2
1.6662985422088925,2.2045976744673577,2
1.6538897710422413,2.1754770657501608,2
1.6620498171234606,2.195176111047583,2
1.6690402395189272,2.199869627699439,2
1.659788815183136,2.2865210052170806,2
1.6770310487730578,2.1971421263415394,2
1.6828214607097536,2.081187969131217,2
1.6565157403372583,2.1916493371497703,2
1.6593667640172354,2.279143641870973,2
1.7225677935806523,1.896396826431526,2
1.6636915922064512,2.1869698491694023,2
1.6588131863956113,2.272449414872252,2
1.7094722413818968,2.149621536556153,0
1.6579899703542522,2.2708983044095943,2
-0.06633856694660345,3.3484779347673976,1
-0.12586004995477235,2.0106335360601553,1
-0.05671138992330551,2.134901353675725,1
-0.1311124428028593,1.6817007405500553,1
-0.1315998361822135,1.630514596974775,1
-0.22171580125635904,1.9748909582754455,1
-0.01895937010162479,1.8595263941686784,1
-0.15168794957114437,1.00635583820815,1
-0.2994215842300917,1.7518617596897357,1
-0.3026152512737472,1.744361043061324,1
-0.020529931375046617,1.8069481724454846,1
-0.01531935677857414,1.7548801494489472,1
-0.03840250803538839,1.9298826362048624,1
-0.05380384444420038,1.925743910795166,1
-0.043275953817115756,1.832440902230815,1
-0.28679468617370135,2.0253224415585347,1
-0.053771562375845766,1.8939001073488855,1
-0.036580472447970455,1.857205956338641,1
-0.33079315943401005,1.9143380410301967,0
-0.018308919861044978,1.8522310478069424,1
0.006260333265952516,1.6829591314033907,1
-0.03290708754383724,1.776720123900575,1
-0.1538944521093979,1.0264453414718746,1
-0.02981014553991402,1.586771819946074,1
-0.0792164994402664,1.3048401731164474,1
-0.07086091842264725,0.906238737510498,1
-0.060883600909442476,0.7361322705610641,1
-0.06280295235970167,0.6579736874080567,1
-0.07364392640265595,0.6539176821093716,1
-0.0568627623380729,0.5784385487088329,1
-0.07638224817036483,0.6461079634184006,1
-0.07930539823342134,0.5999115948534609,1
-0.0737053474101818,0.5581464817126118,1
-0.07725988168224986,0.6101797902591014,1
-0.08044681459838705,0.6009564296670753,1
-0.09541459173652626,0.7147098989191574,1
-0.11214394614106024,0.5626095896506021,1
-0.0629826103592027,0.568120408001836,1
-0.0248735167131035,0.3637770811920873,1
-0.04705103906334322,0.4005092119084314,1
-0.07470561665038031,0.5980857506083702,1
-0.07424349822571369,0.7468684222631214,1
-0.03188724231819773,0.8233896894113892,1
-0.19646471689019154,1.021946512844455,1
-0.1710696318072795,0.9226317336789582,1
-0.19008666864248028,0.8904836380460728,1
-0.057894226083409245,0.23899437953284508,1
-0.12786977823851048,1.789760731829259,1
-0.12081077151120459,1.744272215445158,1
-0.06663923793023876,0.15305898740855012,1
-0.1724278605447108,0.8147417833602202,1
-0.08840633582642136,0.46180557294354607,1
0.006718655470770049,0.10379118590145435,1
-0.12410872297049685,1.761193498608597,1
-0.19330197093733492,0.8552085341898561,1
-0.18753436995025974,0.8521674668011717,1
-0.1253549078096751,1.7615648076921924,1
0.07645840082446939,0.8298957363581756,1
1.0195227900106185,0.8764537928498753,2
1.0008279016513477,0.7638163200652208,2
0.9502441219473442,0.3483653574598498,2
0.9536667404643908,0.3412084821395629,2
0.9500555802985836,0.32833667182648657,2
0.9528566234340743,0.3327779054307412,2
0.9486238878867116,0.3315042040422066,2
0.9554023835014168,0.32923249096940654,2
0.9586081988803143,0.3219260867290263,2
0.9575465618857096,0.32188706335455,2
0.9155632604330607,0.5367280963067329,0
-2.2682529710487347,2.278734671525872,1
-2.317074089003528,1.5242173848163783,1
-2.354962437756316,1.507722246740779,1
-2.3386929528106313,1.4080545901345305,1
-2.3925105061691863,0.905231115809259,1
-2.322647950493454,1.2102317968572829,1
-2.287397664065723,1.5381873648548081,1
-2.3902591242369504,0.6363620660548543,1
-2.3286168588576013,1.0818534250886802,1
-2.4073131931634437,0.5786915110370815,1
-2.3272692816849894,1.0688242205558096,1
-2.33198176059187,1.1239774926814814,1
-2.320882566848924,1.0632859878751857,1
-2.393031611116096,0.5815534733484095,1
-2.4079010157721625,0.5509083842963467,1
-2.3905492361955063,0.5681964397992829,1
-2.3723937430318918,1.2178684312734884,1
-2.525451952664016,1.317596436141797,1
-2.524171116910793,1.3166092691767006,1
-2.3254873667114278,1.0412288416252937,1
-2.3293026091366382,1.0453262339214229,1
-0.3088864928777162,0.4741522556372499,1
-0.3067431866082328,0.4563099315389381,1
-0.32197817213081975,0.5233827050233998,1
0.03289829569984451,2.758553882695071,1
0.03860717088612086,1.7654833419304912,1
-0.006409705576720607,1.9123988121561177,1
-0.0032638751822957673,1.8927530619897295,1
-0.008565198305200085,1.9502870885067796,1
0.009802627004781062,1.8553498519611882,1
-0.03267320249363021,1.5972584750140626,1
0.04718754341581535,1.6503683537652405,1
-0.010760499584523119,1.9142311221709272,1
0.009378413655998733,1.7691003530425806,1
0.06622479202736202,1.7839509924217045,1
-0.06256381532160925,0.9719307025192846,1
0.03607101962011877,1.6725894991435,1
-0.16260375450227163,1.4556337414243385,1
0.075019192633998,1.5198485571666884,1
-0.22028653758945174,1.6631486345444535,1
-0.2938804111546891,1.999267157908641,1
-0.32716728383871596,-0.5182201904267899,1
-0.2753916000441738,1.3777017973184293,1
-0.20377715663307308,1.7036096529227456,1
-0.3529583106115584,1.6226602334786688,1
-0.2075122057199597,1.0895748712235913,1
-0.35461296488590777,1.610475754634028,1
-0.345722764693941,1.6107399417497408,1
-0.2850086854846711,1.3461868090280293,1
-0.22578988998353258,1.7567761086615332,1
-0.3485398632795972,1.606076070487183,1
-0.34615631326625795,1.6051462104067742,1
-0.2879495342371602,1.0804998123467047,1
-0.3435990557924997,1.5998171639422993,1
-0.1469320840303887,1.4855240579342568,1
-0.346457231643668,1.5951350091695302,1
-0.2189608730085461,1.7734314980909547,1
-0.2872044247053659,1.3319474931501876,1
