first_pca,second_pca,ind
0.03043776331402325,-0.7712324379604268,Country
0.35974319861714243,0.21195854187896704,Consumption
0.5241130368100207,-0.13413069804419336,GDP
0.009066470958111991,0.5768676343098433,Population
0.53945059424839,0.07989707565356646,life_expect
0.5512483593883526,-0.055886033962968935,HappinessScore
