,Country,Code,Year,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent,country_code,region,life_expect,life_exp60,adult_mortality,infant_mort,age1-4mort,alcohol,bmi,age5-19thinness,age5-19obesity,hepatitis,measles,polio,diphtheria,basic_water,doctors,hospitals,gni_capita,gghe-d,che_gdp,une_pop,une_infant,une_life,une_hiv,une_gni,une_poverty,une_edu_spend,une_literacy,une_school,Region,Hemisphere,HappinessScore,HDI,GDP_PerCapita,Beer_PerCapita,Spirit_PerCapita,Wine_PerCapita,Alcohol_PerCapita
215,Kazakhstan,KAZ,2005,9.33,16536.01541,15402803,,KAZ,Europe,64.57343,15.79023,296.6057,0.02799,0.001025,6.57,25.8,2.5,3.5,94,99,99,98,87.70124,36.038,,12570,2.53249,3.90173,15402.807,27.6,65.90976,0.1,12930,6.9,2.26353,,,Central and Eastern Europe,north,5.919,797,7.715,1.55,3.075,0.15,4.775
216,Kazakhstan,KAZ,2010,4.97,20751.25724,16252273,,KAZ,Europe,67.44349,16.37901,242.7507,0.018945,0.00064,3.9,26,2.4,4.6,99,99,98,99,91.21149,39.278,,16710,1.86894,2.74076,16252.279,18.1,68.29537,0.1,17110,0.1,,99.78163,,Central and Eastern Europe,north,5.919,797,7.715,1.55,3.075,0.15,4.775
217,Kazakhstan,KAZ,2015,4.66,24290.41763,17572010,Asia,KAZ,Europe,70.56527,17.49143,192.4991,0.010705,0.00034,3.3,26.3,2.4,6.2,98,99,98,98,94.46207,,,,1.9265,3.04575,17572.016,10.6,72,0.2,23620,,2.78858,,,Central and Eastern Europe,north,5.919,797,7.715,1.55,3.075,0.15,4.775
218,Kenya,KEN,2000,3.83,2867.746708,31964557,,KEN,Africa,53.17258,16.23838,458.0529,0.06318,0.01047,1.51473,22,9.3,0.5,,78,80,82,47.3154,,,1420,1.32658,4.63924,31964.557,63.7,50.921,9.8,1650,,5.18673,82.22908,,Sub-Saharan Africa,both,4.356,585,1.463,0.725,0.275,0.025,1.025
219,Kenya,KEN,2005,3.01,2992.340779,36624897,,KEN,Africa,55.22525,16.72654,437.6649,0.055615,0.007855,0.87938,22.4,8.7,0.8,76,69,70,76,50.90902,,,1690,1.48269,5.31436,36624.895,49.6,54.732,7.3,1950,43.7,7.33565,,,Sub-Saharan Africa,both,4.356,585,1.463,0.725,0.275,0.025,1.025
220,Kenya,KEN,2010,3.29,3329.853752,42030684,,KEN,Africa,62.87503,18.08167,285.2959,0.043125,0.005225,1.55245,22.8,8.2,1.4,90,86,90,90,54.34464,1.696,,2030,1.77155,6.11675,42030.676,38.6,60.959,6,2380,,5.50822,,5.80482,Sub-Saharan Africa,both,4.356,585,1.463,0.725,0.275,0.025,1.025
221,Kenya,KEN,2015,2.77,3824.759303,47878339,Africa,KEN,Africa,66.0338,18.57658,231.7048,0.03876,0.00379,1.53293,23.3,7.8,2.1,89,96,83,89,57.6383,,,,2.10761,5.21939,47878.336,33.3,64.798,5.2,2960,36.8,5.27134,,,Sub-Saharan Africa,both,4.356,585,1.463,0.725,0.275,0.025,1.025
222,Kyrgyzstan,KGZ,2000,9.45,3078.909252,4920712,,KGZ,Europe,66.50307,17.01585,227.5244,0.04289,0.001925,5.326,24.7,3.7,1.3,44,98,99,99,80.60384,28.043,,1550,2.1344,4.41415,4920.712,42.2,68.55854,0.1,1550,42.1,3.50837,,,Central and Eastern Europe,north,5.185,669,1.22,0.3875,1.2125,0.075,1.675
223,Kyrgyzstan,KGZ,2005,11.19,3517.720509,5075340,,KGZ,Europe,66.85513,16.42503,222.8069,0.036735,0.00142,6.52331,25.2,3.4,1.7,97,99,98,98,82.57237,25.167,,2040,3.79885,7.45011,5075.347,34.1,67.9561,0.1,2040,15.3,4.87384,,,Central and Eastern Europe,north,5.185,669,1.22,0.3875,1.2125,0.075,1.675
224,Kyrgyzstan,KGZ,2010,10.08,4141.077206,5422298,,KGZ,Europe,68.56216,17.14065,208.726,0.025685,0.000915,6.08819,25.8,3.3,2.4,96,99,88,96,84.8657,23.394,,2560,3.41518,6.95027,5422.293,26.1,69.3,0.1,2560,4.1,5.81883,,,Central and Eastern Europe,north,5.185,669,1.22,0.3875,1.2125,0.075,1.675
225,Kyrgyzstan,KGZ,2015,7.59,4805.141092,5959126,Asia,KGZ,Europe,71.09032,17.95069,167.4376,0.019005,0.0006,4.71827,26.5,3.3,3.5,97,99,97,97,87.07851,,,,2.71163,7.14931,5959.121,19.9,70.65122,0.2,3320,2.5,5.98551,,,Central and Eastern Europe,north,5.185,669,1.22,0.3875,1.2125,0.075,1.675
226,Latvia,LVA,2000,8.76,12863.30935,2384150,,LVA,Europe,70.33875,18.49914,217.2358,0.01282,0.000735,7.13005,25.6,2.9,3.6,95,97,96,96,97.81055,34.116,,8050,2.76494,5.44782,2384.164,11.5,70.31463,0.2,8010,,5.28829,99.74657,,Central and Eastern Europe,north,5.56,844,14.07,3.5125,2.7,0.775,6.9875
227,Latvia,LVA,2005,11.96,20175.8162,2251996,,LVA,Europe,70.74377,18.45491,219.5125,0.00861,0.000475,9.91523,25.9,2.5,4.2,99,98,99,99,98.01284,29.432,,13140,3.26414,5.8604,2251.993,8.6,71.3561,0.3,13700,2.2,,,12.26761,Central and Eastern Europe,north,5.56,844,14.07,3.5125,2.7,0.775,6.9875
228,Latvia,LVA,2010,11.63,21023.90133,2118855,,LVA,Europe,72.98183,19.29574,178.3279,0.007105,0.00035,9.83,26.3,2.3,5.2,91,95,92,92,98.26554,30.757,,18010,3.70044,6.14846,2118.861,6.5,73.48293,0.3,17780,1.7,5.08098,,12.59091,Central and Eastern Europe,north,5.56,844,14.07,3.5125,2.7,0.775,6.9875
229,Latvia,LVA,2015,12.64,26621.27223,1997675,Europe,LVA,Europe,74.76054,20.3681,154.3239,0.005865,0.000305,10.8,26.6,2.2,6.7,94,96,94,94,98.52336,31.656,,,3.35111,5.71064,1997.674,4.2,74.48049,0.4,24580,0.7,5.33721,,12.9735,Central and Eastern Europe,north,5.56,844,14.07,3.5125,2.7,0.775,6.9875
230,Lebanon,LBN,2000,2.96,14361.68302,3842774,,LBN,Eastern Mediterranean,73.64229,18.83067,113.8295,0.017735,0.00076,2.37267,26.4,4.9,9.4,83,71,83,83,85.3944,,,9970,3.23144,10.83669,3843,17,74.507,0.1,8610,,,,,Middle East and Northern Africa,north,5.129,753,8.257,0.25,0.6875,0.3875,1.325
231,Lebanon,LBN,2005,2.31,14263.71494,4698761,,LBN,Eastern Mediterranean,75.05063,19.30319,103.2871,0.01082,0.00045,1.72904,26.7,4.7,10.9,77,63,74,77,87.68233,,,10830,2.90081,7.55121,4699,12.2,76.865,0.1,9280,,2.6471,,,Middle East and Northern Africa,north,5.129,753,8.257,0.25,0.6875,0.3875,1.325
232,Lebanon,LBN,2010,1.94,19499.1728,4953064,,LBN,Eastern Mediterranean,75.70688,19.7095,95.30703,0.011,0.000365,1.49628,27.1,4.7,12.2,81,80,77,82,89.97026,23.385,,15740,3.00265,7.44332,4953,8.8,78.36,0.1,13920,,1.61433,,,Middle East and Northern Africa,north,5.129,753,8.257,0.25,0.6875,0.3875,1.325
233,Lebanon,LBN,2015,1.65,16299.20776,6532681,Asia,LBN,Eastern Mediterranean,76.11577,19.83657,98.44476,0.005955,0.000245,1.23798,27.5,4.8,13.5,80,82,81,83,92.25819,21.03,,,3.81751,7.67934,6533,7.1,78.768,0.1,12570,,,,,Middle East and Northern Africa,north,5.129,753,8.257,0.25,0.6875,0.3875,1.325
234,Liberia,LBR,2000,6.38,1699.020836,2848447,,LBR,Africa,52.02479,14.64555,314.8328,0.127175,0.016015,4.47092,23,9.3,0.7,,63,56,46,62.1736,,,360,0.74417,4.02311,2848.456,126,51.734,2.6,930,,,,,Sub-Saharan Africa,north,3.622,432,455,0.2375,1.9,0.025,2.1625
235,Liberia,LBR,2005,6.05,1212.07045,3218114,,LBR,Africa,55.32027,14.3998,301.7869,0.09572,0.01031,4.19687,23.4,8.5,1,,62,66,60,66.47617,,,310,0.57206,8.85135,3218.116,89.7,55.393,2.1,700,,,,,Sub-Saharan Africa,north,3.622,432,455,0.2375,1.9,0.025,2.1625
236,Liberia,LBR,2010,5.37,1420.046246,3891357,,LBR,Africa,60.07695,15.4191,257.96,0.068405,0.006375,3.64145,23.8,7.5,1.4,70,65,71,70,69.30095,0.231,,580,0.78598,8.79427,3891.356,69.8,59.6,1.7,980,,,,,Sub-Saharan Africa,north,3.622,432,455,0.2375,1.9,0.025,2.1625
237,Liberia,LBR,2015,5.7,1580.479228,4472229,Africa,LBR,Africa,62.05579,15.58169,240.6191,0.05694,0.00487,3.52316,24,6.6,1.8,80,74,80,80,71.94231,0.376,,,1.17829,10.28979,4472.23,58.5,62.269,1.4,1190,,,,,Sub-Saharan Africa,north,3.622,432,455,0.2375,1.9,0.025,2.1625
238,Lithuania,LTU,2000,13.36,13846.68329,3501842,,LTU,Europe,72.01428,19.54583,200.0203,0.00917,0.00056,9.87458,26,3.5,3.6,98,97,92,94,89.66957,32.954,,8480,4.16442,6.19175,3501.839,8.5,72.01951,,8310,,,,,Central and Eastern Europe,north,5.813,855,14.913,4.2875,3.05,0.7,8.0375
239,Lithuania,LTU,2005,16.1,21053.1846,3344259,,LTU,Europe,71.04053,19.16556,227.6649,0.00719,0.00048,12.42021,26.2,3.1,4.2,95,97,93,94,91.91387,32.993,,14440,3.42506,5.64197,3344.268,7.2,71.25366,,14330,1.7,4.87319,,11.86066,Central and Eastern Europe,north,5.813,855,14.913,4.2875,3.05,0.7,8.0375
240,Lithuania,LTU,2010,15.25,23942.76036,3123825,,LTU,Europe,73.16057,19.74732,188.4977,0.00472,0.00032,13.21724,26.3,2.8,5,94,96,95,95,94.24874,34.144,,19450,4.84557,6.81612,3123.816,4.8,73.26829,,19720,1.5,5.29903,,12.44193,Central and Eastern Europe,north,5.813,855,14.913,4.2875,3.05,0.7,8.0375
241,Lithuania,LTU,2015,15.38,30748.19631,2931872,Europe,LTU,Europe,74.40669,20.33269,165.4295,0.004105,0.000265,14.20145,26.4,2.6,6.5,94,94,93,93,96.60413,42.993,,,4.27928,6.47515,2931.88,4,74.32195,,27730,0.7,4.21723,,13.07721,Central and Eastern Europe,north,5.813,855,14.913,4.2875,3.05,0.7,8.0375
242,Luxembourg,LUX,2000,14.32,95901.0204,436106,,LUX,Europe,78.44736,22.05912,89.95455,0.005025,0.0003,13.2084,25.6,1,6.4,77,93,99,99,100,,,46800,4.91173,5.90136,436.103,3.9,77.87317,0.1,49040,,,,,Western Europe,north,6.871,904,100.739,2.95,1.6625,3.3875,8
243,Luxembourg,LUX,2005,13.58,104025.4159,457848,,LUX,Europe,79.97782,23.23429,81.13796,0.003295,0.00027,12.31076,25.9,1,7,95,95,99,99,100,25.994,,58650,6.04278,7.18257,457.842,3,79.43171,0.2,63000,,,,,Western Europe,north,6.871,904,100.739,2.95,1.6625,3.3875,8
244,Luxembourg,LUX,2010,12.98,107703.4539,507890,,LUX,Europe,81.36121,23.99818,66.82915,0.002675,0.000165,11.83836,26.1,0.9,7.6,94,96,96,99,100,27.683,,58100,6.04038,7.03124,507.889,2.4,80.63171,0.2,61750,,,,13.92486,Western Europe,north,6.871,904,100.739,2.95,1.6625,3.3875,8
245,Luxembourg,LUX,2015,13.18,110446.0861,566741,Europe,LUX,Europe,82.40421,24.61414,51.88897,0.00351,0.00011,11.35978,26.3,0.9,8.2,94,99,99,99,99.92517,29.222,,,4.64531,5.47899,566.741,2.1,82.29268,0.2,69470,0.2,3.95519,,13.59589,Western Europe,north,6.871,904,100.739,2.95,1.6625,3.3875,8
246,Madagascar,MDG,2000,2.11,1614.382282,15766806,,MDG,Africa,58.3656,15.82044,282.7924,0.07169,0.01064,1.16517,20.6,8.8,0.4,,57,58,57,35.76851,,,1130,2.11054,5.23105,15766.806,68.6,58.485,0.2,1130,,2.91135,70.68617,,Sub-Saharan Africa,south,3.695,517,402,0.325,0.1875,0.05,0.5625
247,Madagascar,MDG,2005,1.53,1559.874721,18336722,,MDG,Africa,61.03141,16.42177,265.215,0.05753,0.007405,0.73836,20.9,8.2,0.6,81,74,80,85,40.50362,1.801,,1230,2.25469,6.00516,18336.724,54.8,61.212,0.2,1220,72,3.84817,,,Sub-Saharan Africa,south,3.695,517,402,0.325,0.1875,0.05,0.5625
248,Madagascar,MDG,2010,1.87,1553.404722,21151640,,MDG,Africa,63.45818,16.73192,247.4639,0.0443,0.00504,0.9553,21.1,7.7,1,70,66,70,70,46.09624,1.953,,1350,2.13587,5.32035,21151.64,46,63.388,0.2,1340,78.5,,,,Sub-Saharan Africa,south,3.695,517,402,0.325,0.1875,0.05,0.5625
249,Madagascar,MDG,2015,1.88,1546.767046,24234080,Africa,MDG,Africa,65.70838,17.0036,220.0941,0.036505,0.003455,0.88175,21.3,7.2,1.7,69,58,71,69,51.97583,,,,2.32248,5.72117,24234.088,40.8,65.539,0.2,1410,,2.56821,,,Sub-Saharan Africa,south,3.695,517,402,0.325,0.1875,0.05,0.5625
250,Malawi,MWI,2000,2.42,1107.537894,11148751,,MWI,Africa,45.90067,14.9193,535.1812,0.112425,0.020745,1.36311,21.7,8,0.4,,73,73,75,52.94207,,,490,1.26078,3.35253,11148.758,100.4,45.09,14.4,690,,5.24797,,,Sub-Saharan Africa,south,4.156,474,300,0.1,0.1375,0.0125,0.25
251,Malawi,MWI,2005,2.87,1087.606464,12625950,,MWI,Africa,49.63499,15.58057,535.4324,0.07743,0.01263,1.44563,22.1,7.4,0.7,93,82,94,93,57.6806,,,540,1.48227,6.05505,12625.952,67.1,47.844,12.2,760,,,,,Sub-Saharan Africa,south,4.156,474,300,0.1,0.1375,0.0125,0.25
252,Malawi,MWI,2010,3.21,1350.59917,14539609,,MWI,Africa,57.64067,16.73499,366.2591,0.05873,0.00904,1.6287,22.5,6.9,1.1,93,93,86,93,62.34785,,,710,1.5938,7.24138,14539.612,55.4,55.564,10.6,1040,71.7,3.5398,61.30972,,Sub-Saharan Africa,south,4.156,474,300,0.1,0.1375,0.0125,0.25
253,Malawi,MWI,2015,3.62,1432.085259,16745305,Africa,MWI,Africa,63.39729,17.30464,266.3973,0.045615,0.00488,1.9905,22.8,6.4,1.8,88,87,88,88,66.98931,,,,2.67399,9.33334,16745.303,40.3,61.953,9.8,1190,,5.60866,62.14354,,Sub-Saharan Africa,south,4.156,474,300,0.1,0.1375,0.0125,0.25
254,Mali,MLI,2000,1.15,1627.732318,10946448,,MLI,Africa,47.80811,14.3525,334.9732,0.13033,0.03173,0.58215,21.5,11.2,0.7,,49,53,43,48.74513,,,990,1.32277,5.56209,10946.445,101.8,48.069,1.8,1150,,2.97156,,,Sub-Saharan Africa,north,4.073,421,780,0.0625,0.0125,0.0125,0.0875
255,Mali,MLI,2005,1.05,1958.818731,12775509,,MLI,Africa,52.26891,14.89881,302.4209,0.10351,0.022575,0.55081,22.1,10.1,1.1,83,73,78,77,57.53251,,,1270,1.37628,5.0549,12775.516,88.6,52.057,1.5,1520,,3.52218,,,Sub-Saharan Africa,north,4.073,421,780,0.0625,0.0125,0.0125,0.0875
256,Mali,MLI,2010,1.09,2082.961935,15049352,,MLI,Africa,55.56591,15.17632,282.7663,0.084555,0.016135,0.58553,22.6,8.9,1.7,72,78,77,73,66.30988,1.021,,1560,0.65979,4.609,15049.353,77.2,55.251,1.4,1760,,3.34389,31.09975,,Sub-Saharan Africa,north,4.073,421,780,0.0625,0.0125,0.0125,0.0875
257,Mali,MLI,2015,1.25,2139.736297,17438772,Africa,MLI,Africa,57.38833,15.30977,277.4914,0.075175,0.01237,0.58606,22.9,7.8,2.4,71,66,67,71,74.89703,,,,0.91927,4.11143,17438.778,67.2,57.509,1.3,2010,,3.80152,33.06889,1.85022,Sub-Saharan Africa,north,4.073,421,780,0.0625,0.0125,0.0125,0.0875
258,Malta,MLT,2000,5.72,27482.86907,393649,,MLT,Europe,78.04919,21.03685,69.51064,0.007485,0.000315,5.94027,26.9,0.7,11.4,,74,94,94,100,26.016,,18590,4.73785,6.59914,393.645,6.7,78.34878,,19010,,,,7.47723,Western Europe,north,6.488,875,24.771,1.8625,1.25,1.5,4.6125
259,Malta,MLT,2005,6.65,28992.92455,404659,,MLT,Europe,79.25966,22.0101,62.72579,0.00629,0.00028,6.14066,27.1,0.7,12.1,85,86,94,92,100,,,20070,6.00082,8.68079,404.653,6,79.3,,21520,,,92.36309,9.8065,Western Europe,north,6.488,875,24.771,1.8625,1.25,1.5,4.6125
260,Malta,MLT,2010,6.58,32867.94003,414257,,MLT,Europe,80.70172,23.35654,58.28809,0.00528,0.00026,6.97943,27.1,0.7,12.7,75,73,76,76,100,21.53,,26060,5.30343,8.21274,414.253,5.9,81.39756,,26350,0.2,6.45489,,10.33225,Western Europe,north,6.488,875,24.771,1.8625,1.25,1.5,4.6125
261,Malta,MLT,2015,7.56,39845.11457,433559,Europe,MLT,Europe,81.46329,23.92292,55.1799,0.00443,0.000235,7.29194,27.1,0.8,13.3,95,89,97,97,100,28.598,,,5.60239,9.23721,433.559,6.1,81.89756,,34250,,5.20455,,11.25025,Western Europe,north,6.488,875,24.771,1.8625,1.25,1.5,4.6125
262,Mauritius,MUS,2000,5.49,11890.58865,1185147,,MUS,Africa,71.06818,17.5934,171.7993,0.016445,0.0006,4.58499,24.5,8.1,1.7,88,84,88,88,99.27978,,,8950,1.55006,2.89582,1185.145,16.3,71.66341,0.4,8950,,3.76911,84.30309,6.3016,Sub-Saharan Africa,north,5.648,788,9.682,1.225,0.3875,0.225,1.8375
263,Mauritius,MUS,2005,5,13571.8356,1222010,,MUS,Africa,72.19999,18.2837,163.8439,0.013165,0.000615,3.83311,24.8,7.8,2.3,97,98,97,97,99.50301,,,11220,1.71797,3.56529,1222.003,13.8,72.4322,1,11460,,4.0782,,,Sub-Saharan Africa,north,5.648,788,9.682,1.225,0.3875,0.225,1.8375
264,Mauritius,MUS,2010,3.81,16797.81724,1247953,,MUS,Africa,73.31139,19.67393,162.0422,0.012945,0.000515,2.95752,25,7.3,3.1,99,99,99,99,99.72937,12.019,,15120,2.0217,4.57982,1247.955,13.3,72.96732,1.3,15470,,3.55147,,,Sub-Saharan Africa,north,5.648,788,9.682,1.225,0.3875,0.225,1.8375
265,Mauritius,MUS,2015,3.94,19897.4754,1259457,Africa,MUS,Africa,74.56716,20.63798,147.8471,0.01125,0.000575,2.61195,25.2,7,4.2,97,99,98,97,99.86649,20.246,,,2.37549,5.69996,1259.456,12.5,74.35317,1.3,21870,,4.88667,92.7076,,Sub-Saharan Africa,north,5.648,788,9.682,1.225,0.3875,0.225,1.8375
266,Mexico,MEX,2000,6.43,17756.56647,98899845,,MEX,Americas,74.53677,21.57021,138.4833,0.022705,0.001105,5.15761,26.7,2,9.1,97,96,97,97,89.03966,19.808,,9990,2.01178,4.44912,98899.845,22.2,74.34,0.2,10850,9.1,3.99244,90.53562,6.74018,Latin America and Caribbean,north,6.778,772,8.444,2.975,0.85,0.0625,3.8875
267,Mexico,MEX,2005,6.48,17788.58912,106005199,,MEX,Americas,75.01183,21.3573,133.5763,0.018125,0.000765,5.02781,27.2,1.8,10.9,98,96,98,98,92.61166,17.651,,11750,2.46498,5.83612,106005.203,17.5,75.3,0.2,12390,6.7,4.84569,91.63027,7.58733,Latin America and Caribbean,north,6.778,772,8.444,2.975,0.85,0.0625,3.8875
268,Mexico,MEX,2010,5.21,17790.01192,114092961,,MEX,Americas,75.17584,21.52442,135.6373,0.01517,0.00065,4.05135,27.5,1.6,12.7,93,95,95,95,95.76019,22.362,,14590,2.90673,5.97513,114092.963,14.9,75.065,0.2,15080,4.6,5.15922,93.06894,8.01389,Latin America and Caribbean,north,6.778,772,8.444,2.975,0.85,0.0625,3.8875
269,Mexico,MEX,2015,4.92,19268.9144,121858251,North America,MEX,Americas,76.22212,22.04922,128.368,0.012745,0.000535,4.23534,27.9,1.5,14.4,82,97,87,87,98.37579,23.246,,,3.07732,5.79709,121858.258,12.7,74.904,0.2,17830,,5.23524,94.47228,8.61576,Latin America and Caribbean,north,6.778,772,8.444,2.975,0.85,0.0625,3.8875
270,Mongolia,MNG,2000,3.11,4528.955946,2397417,,MNG,Western Pacific,62.37629,14.38477,273.0542,0.048765,0.00397,2.15014,24.3,2.6,1.6,93,92,94,94,61.81681,,,3090,3.61938,4.87262,2397.418,48.8,62.869,0.1,3690,,5.55037,97.76885,9.22656,Eastern Asia,noth,4.907,743,3.694,0.9625,2.3625,0.1,3.425
271,Mongolia,MNG,2005,5.28,5883.360057,2526429,,MNG,Western Pacific,64.90324,15.40924,257.7259,0.035535,0.002125,5.17067,24.8,2.3,2,98,97,99,99,69.43597,,,4440,2.27265,3.75525,2526.424,33.5,65.103,0.1,5280,,,,,Eastern Asia,noth,4.907,743,3.694,0.9625,2.3625,0.1,3.425
272,Mongolia,MNG,2010,9.65,7479.780902,2719902,,MNG,Western Pacific,67.7606,16.55714,233.8446,0.02188,0.001085,7.74218,25.4,2.2,2.8,96,97,96,96,76.69541,27.564,,5780,2.44484,3.73946,2719.896,22,67.38,0.1,6920,0.8,4.6451,98.257,10.12979,Eastern Asia,noth,4.907,743,3.694,0.9625,2.3625,0.1,3.425
273,Mongolia,MNG,2015,10.97,11022.97853,2998433,Asia,MNG,Western Pacific,69.64532,17.22114,212.9301,0.015145,0.00068,8.39823,26.1,2.2,4,99,98,99,99,81.7881,32.194,,,2.38929,4.23834,2998.439,15.9,69.111,0.1,11110,,4.17699,,,Eastern Asia,noth,4.907,743,3.694,0.9625,2.3625,0.1,3.425
274,Montenegro,MNE,2010,15.07,16764.36237,624279,,MNE,Europe,75.59148,19.51205,111.8612,0.00608,0.00016,9.83246,26.1,2,5.6,90,90,93,94,95.96249,20.439,,13230,,,624.275,5.8,75.151,0.1,13540,,,,,Central and Eastern Europe,north,5.161,810,7.029,0.3875,1.425,1.6,3.4125
275,Montenegro,MNE,2015,10.92,18263.6006,626957,Europe,MNE,Europe,76.58237,20.09403,101.0436,0.00401,6.50E-05,8.33902,26.5,1.8,7.2,82,64,89,89,97.06462,23.764,,,,,626.956,3.1,76.452,0.1,16700,,,,,Central and Eastern Europe,north,5.161,810,7.029,0.3875,1.425,1.6,3.4125
276,Morocco,MAR,2000,1.01,4370.799491,28793672,,MAR,Eastern Mediterranean,68.54817,17.48643,158.6355,0.04563,0.00205,0.45,24.6,6.8,4.3,43,93,95,95,62.2984,,,3420,0.98039,3.97807,28793.679,41.7,68.684,0.1,3500,6.3,,,,Middle East and Northern Africa,north,5.151,662,2.893,0.15,0.075,0.125,0.35
277,Morocco,MAR,2005,0.96,5227.562631,30455563,,MAR,Eastern Mediterranean,71.76492,18.68828,116.4216,0.03395,0.001555,0.46,25,6.5,5.8,96,97,98,98,69.45778,,,4720,1.23509,4.7647,30455.561,34,71.746,0.1,4770,,,,,Middle East and Northern Africa,north,5.151,662,2.893,0.15,0.075,0.125,0.35
278,Morocco,MAR,2010,0.9,6281.464191,32343384,,MAR,Eastern Mediterranean,74.20009,19.84892,81.98524,0.030335,0.00123,0.47,25.4,6.3,7.5,98,98,99,99,77.39205,,,6190,2.34004,5.86409,32343.389,27.5,74.382,0.1,6240,,,,,Middle East and Northern Africa,north,5.151,662,2.893,0.15,0.075,0.125,0.35
279,Morocco,MAR,2015,0.7,7126.670586,34663608,Africa,MAR,Eastern Mediterranean,75.76206,20.42719,70.15383,0.023315,0.001005,0.39,25.9,6.3,9.7,99,99,99,99,85.12221,,,,2.1045,5.07174,34663.603,21.9,75.726,0.1,7670,,,,,Middle East and Northern Africa,north,5.151,662,2.893,0.15,0.075,0.125,0.35
280,Namibia,NAM,2000,3.26,6804.866743,1794583,,NAM,Africa,55.91885,15.69838,427.9667,0.051925,0.00696,2.64655,22.9,16.3,0.7,,69,80,79,76.66938,,,4930,4.85066,9.75227,1794.571,47.2,52.192,14,5350,,6.99139,,,Sub-Saharan Africa,south,4.574,645,4.561,4.7,0.0375,0.0125,4.75
281,Namibia,NAM,2005,2.7,8014.973858,1938316,,NAM,Africa,53.70641,15.57852,496.7116,0.046395,0.00722,1.96752,23.4,13.7,1.4,,73,86,86,78.35654,,,6430,4.54677,10.30576,1938.32,42.3,50.931,13.8,6890,,,,,Sub-Saharan Africa,south,4.574,645,4.561,4.7,0.0375,0.0125,4.75
282,Namibia,NAM,2010,1.99,9031.160594,2118877,,NAM,Africa,61.02939,16.36678,327.5516,0.04252,0.00415,1.32898,23.8,10.9,2.6,83,75,83,83,80.14346,,,7850,3.98766,9.71874,2118.874,36.3,56.665,13.4,8170,,8.34961,,,Sub-Saharan Africa,south,4.574,645,4.561,4.7,0.0375,0.0125,4.75
283,Namibia,NAM,2015,5.23,10662.82993,2314901,Africa,NAM,Africa,63.38014,16.67378,295.8377,0.033825,0.00351,4.16696,24.2,8.6,4.4,92,85,92,92,81.88493,,,,4.09861,9.93564,2314.904,33.5,62.119,12.6,11110,13.4,,,,Sub-Saharan Africa,south,4.574,645,4.561,4.7,0.0375,0.0125,4.75
284,Netherlands,NLD,2000,11.08,47422.2034,15926188,,NLD,Europe,78.15535,21.44785,83.47723,0.00508,0.000275,10.13097,25,1.1,3.9,,96,97,97,100,24.427,,30070,5.32071,7.70696,15926.188,5.1,77.9878,0.1,32450,,4.58512,,,Western Europe,north,7.339,928,45.638,3.1375,1.1,2.375,6.6125
285,Netherlands,NLD,2005,10.71,49467.43543,16367153,,NLD,Europe,79.53868,22.43515,71.98106,0.00451,0.000225,9.50053,25.3,1,4.9,,95,96,96,100,26.997,,35270,6.22419,9.09667,16367.158,4.5,79.34634,0.2,37110,,5.1094,,11.83306,Western Europe,north,7.339,928,45.638,3.1375,1.1,2.375,6.6125
286,Netherlands,NLD,2010,10.21,52032.9865,16682927,,NLD,Europe,80.84173,23.43899,64.32607,0.003785,0.000185,9.06912,25.5,1,5.9,,96,97,97,100,29.516,,40940,6.83055,10.15509,16682.917,3.8,80.70244,0.2,45170,,5.48909,,12.03651,Western Europe,north,7.339,928,45.638,3.1375,1.1,2.375,6.6125
287,Netherlands,NLD,2015,9.55,52974.11622,16938492,Europe,NLD,Europe,81.4681,23.80991,58.31594,0.00304,0.00015,8.30086,25.5,0.9,6.9,94,95,95,95,100,34.917,,,6.71775,10.32394,16938.499,3.4,81.50976,0.2,50340,,5.34816,,12.22524,Western Europe,north,7.339,928,45.638,3.1375,1.1,2.375,6.6125
288,New Zealand,NZL,2000,10.42,32837.09789,3858992,,NZL,Western Pacific,78.80196,22.56363,86.12334,0.00575,0.00035,8.83176,26.7,0.3,11.2,90,85,82,90,100,,,20090,5.56447,7.47002,3858.999,6.1,78.63659,0.1,20300,,,,,Australia and New Zealand,south,7.334,915,40.332,2.5375,0.9875,2.1875,5.7125
289,New Zealand,NZL,2005,10.92,37293.21377,4135353,,NZL,Western Pacific,80.1346,23.63267,77.39211,0.005185,0.000315,9.32252,27.2,0.3,12.9,87,82,89,89,100,27.942,,23810,6.36614,8.27335,4135.355,5.4,79.85122,0.1,24020,,6.27896,,,Australia and New Zealand,south,7.334,915,40.332,2.5375,0.9875,2.1875,5.7125
290,New Zealand,NZL,2010,11.32,37657.1432,4370060,,NZL,Western Pacific,81.21929,24.41069,70.84045,0.00468,0.000255,9.62436,27.6,0.3,14.4,90,91,93,93,100,30.658,,28800,7.50496,9.58844,4370.062,5.1,80.70244,0.1,29700,,7.00241,,,Australia and New Zealand,south,7.334,915,40.332,2.5375,0.9875,2.1875,5.7125
