first_pca,second_pca,ind
-0.6334897897056827,-0.256649058130364,Country
-0.15377614138008572,0.11032877630765325,Brand
-0.5103348518235471,0.47538384861860083,Categories
-0.20182140343227042,0.6992496061360675,ABV
0.5233259450970965,0.45499341409560423,region
